text,label
pariyerum perumal padam varum pothu mattum sonnigga ithuvum samuga padam tha this 100 percentage true i support ,0
அனைத்து முதலியார் சார்பாக படம் வெற்றியடைய வாழ்த்துக்,0
1m views 101k likes sk hero ,0
vere level last scene pwolli ,0
tharumaru thala i love you ,0
padam vera level thiruma kuu vooooo ranjith naiyee ku vooooo thirunelveli mavattam senaithalivar sarbagaa padam days oda valthukal mohan g vera level ,1
படம் வெற்றி பெற வாழ்த்துக் வாழ்த்துக் பொட்டல் sதுரை யாதவ் போர்ப்படை நெல்லை ஜில்லா,0
குடியுரிமை 40 வருட ஆதார காட்டிய இசுலாமியர்,0
srk fan plz dislike tha video ,0
1m likes varumnu solravagga like here ,0
indha rakulpreet vs suriya sandai kaatchi design la edhirpaakalaye ngktrailer repeat worthy ,0
i am die hard fan from sri lanka ,0
enaga da keka beka short film ah perusa yeduthu vachirukiga ,1
final rajini semma rolling on the floor laughing rolling on the floor laughing ithu 96 yaara yemaathireenga ,0
very good film after long time ,0
super chiyan sir your vere leval ,0
தெறி எதிரி தெறிய எதிரி அல்ல அதிகமா இருக தலை மாஸ் பைரவ,0
thrill na mysskin unmaiya maiyama vachu edukkapatta kathaigala pathivu seivarsalute ,0
therikke fans hit like arjun sir ,0
பட வன்னியர் மக்கள் வரவேற்கிற படம் மா வெற்றி அடைய வாழ்த்துக் மோகன் அண்ணா,0
vilaba kula naidu sarbaga intha movie vetripera vazhukkal ,0
thairiyama dewali ku va thalaiva nanga irukom irupom hugging face ,0
real time views 47m views n 400k likes ,0
akshay kumar annen neenga bird ah ne ,1
ஓடி போதே அப்பன் அங்க உசுர விட்ட சாதாரண வசனம் இல்லை அப்ப வலி,0
unga ponnunga enga mela asa padama iruntha sari ,0
enna da idhu viswasam bgm uh potrukinga ,1
wow surya sir neenga unmaiyileye vera level gethu kaatringa padathula neraya getup irukku pola teaser vera lvl i am very big fan of kv anand sir movies by thalapathy fan ,0
adeiii talking tom piano music copy data ,1
sema anna lv you karthi anna ,0
agalathe song pathutu udane inka than varan yarlam enna mari vanthinka ,0
trailer payangarama irukku movie ku waiting ,0
thamizh naatla evlo jaathi veri irukkunnu intha comments paatha theriyumthu ,0
asuraan padam vanda appothaaltha patta odukka patta makkal kaana padam la vanda appo enga da irunthiiga pengal ku padukappu illa inga jaathi ku than pathuukappu theva paduthu anyways wishes from normal commons human without any shitty bride from tamilnadu ,0
nerkonda parvai nu solitu ellam avan seyal padatha eduthu vechirukanga ya ,1
topper thaan alanum arrear guys naanga eduku alanum hugging face ,0
paaaa goosebumps such a heavy voice ,0
it is looks like ramayya vastavayya telugu movie thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face thinking face ,0
unlike panra nayeee un veetu ponnuku vara nilamaiyathan movie ya eduthurukanha k yaaa so support pannunga ,0
thala da i love you thala ,0
awesome vikram anna chance ye illa pakkah ,0
sema bro ana yenaku seripa varala ,0
jayam ravi and kajal sema pair ,0
ithu la oru trailer aah daa karumooo kaliyugam oru content ye ila epadi irukum 10 padam oreee direcgor ah vachu pana apaditana pudhusa yosingadaa avan moonji mari iruku trailer ,1
100 k cmt varanum frnds cmt pls ,0
dhurvu natchathiram vituuttu poyum poi ivlo kevlamana padam pannuriye you are an idiot ,1
intha trailer ah megha akash kaaaga tha paathelike podreenulaga alazhii ,0
thalapathy rasigan sarbaga valtukal anna and intha movi ode oru poster parta odane enaku ithu verum sport padama irukathu nu tonici horror ah mix pani iruntha nalla irukum nenaicen aparum tha teriuthu trailer le sport horror nu rombe ve wait pandren intha padathuku ,0
eppa suriya sir neenga enna getup potalum nala irukku sir ,0
kv anand suriya mohanlal arya samuthirakaniboman irani sayesha chirag janiharris jayaraj ,0
semma trailer annna semmma love you aadhi annan ,0
பரி பெருமாள் அசுரனை ஏற்ற சமூகம் பட ஏற்றுக்கொள்ள மற்றவர் தாழ்த்த உண்மை மாதிரி நாடக காதல் சம்பவ உண்மை முடியாது,0
உண்மையான காதலை யாரும் எதிர்க்க வீட்டார் சம்மத இருந்தால் கல்யாணம் பண்ணி வாழுங் உண்மையாக விருப்பம் இல்லா காதல் பிரச்சனை தரும் குடும்பத்தில் மோசமான நாடக பெயரில் பெண்களை ஏமாற்ற சமுக செய்த குற்ற திரையில் தைரிய காட்டும் இயக்குன அவர்களுக்கு ஒவ்வொரு பெண் குழந்தை தெய்வமாக பார்க்கும் அனைவரு வாழ்த்தி இப்பட பெண் பிள்ளை காட்டி விழிப்புணர்வு செய்ய,0
super thalaivaaaa your styles appadiye irukku ,0
yuvan thaladeadliest combo dialogues bgmyuvannnthalaaaaaa ,0
simran rajinikanth vijay sethupathi ,0
கேவி ஆனந்த் சார் சூப்பர் சூப்பர் மூவி வெயிட் ஃபார் ஆகஸ்ட் 30,0
நம்ம பலமுறை பாத்து பரிச்சிய முகங்களை வேற கோணத்தில் சற்று பதற்ற காட்ட மிஷ்கி தனி வாழ்த்து மிஷ்கின் அண்ணா,0
ajith ku correct ah na movie ya nu therlaa mass irkathu pola ,0
super thala massss mass massss ,0
மீண்டும் மறுமலர்ச்சி நாடக காதல் கோஷ்டி சரியான செருப்ப திருமா ரஞ்சி சோழர் வகையறாக் கதறல் சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள சிரிக்க தரையில் உருள,1
idhu 96 yaara emathura ,0
oru mairum puriyala trailer la shiva enna tha sollavaran konjam sollunga boss puriyera madiri ,1
apadi elam nadakadhu nadaka kodadhu ,0
marvel next level india awosome sk ,0
padam vera leveluh irukum polaye thinking face thinking face waitingle veriaaguthu tharamana sambavam irukku ,0
தமிழ்நாட்டி சிறுபான்மை சௌரா சமூகம் சார்பாக வாழ்த்துக்,0
indha padatha copynu solli evanum case podalaya da ,1
mugamoodiku moonu ticket irukku variya ,0
thala ya paakka kaalaila ye vantomla ,0
கடைசி rajini ய வச்சு செஞ்சு டா,1
மதுரை மாவட்ட முத்த சார்பில் படம் வெற்றிபெற வாழ்த்துக்,0
loveyou sai pallavi garu surya anna rakul didi ,2
கும்பகோண பகுதி படையாச்சி சமுக சார்பாக படம் வெற்றி பெற வாழ்த்து,0
super mass yean dislike poduringa unga ennam pol vaazhkai ,0
vj anna pinnitingasumma kili kilinu kilichitinga ,0
nooooooòooooooooo words pa trailer semma massssa irrukku vera level ,0
malaysia fans hits like for thalaivaa ,0
sema kevalama irukulooks like baby ma deepa ,1
karthik anna vijay anna suriya anna what a line up for him lokesh anna ,0
ithukkum dislike podravangala nenacha than ,1
like comment pannitu thala tharidanam pathavanga inga like podunga ,0
suriya annan and lalettan paaa semma katta waiting ,0
love you thala by chiyan fan you always masssasaaaa love uuuuuuu ,0
it is like irumbu kootai muratu singham fantasy flick tale ,0
தமிழ் சினிமா திரும்பிப் பார்க்க போற படம் இது பெண்களை சாதி ரீதியாக நாடக காதல் வலையில் வீழ்த்தி பணம் சம்பாதிக்க நாடக காதல் பன்றி பாடமாக 2020 புரட்சி,1
get rajnified all thalaivar fans marana mass thalaivar petta paraak ,0
ungala maathiri oru maanaketta jaathi ya paathathe ila da pollachi la yevlo ponnu mela kai vachinga appo yevan sunniya oombittu irunthinga yenda baadu ,1
మొబైల్స్ మాత్రమే అలా హఠాత్తుగా మాయం అవడం ప్రేక్షకుల మనసులోకి నొప్పేలా లేదుఈ విషయంలో మెస్మరైజ్ మిస్సయ్యింది ,2
overa adunu ippadi than da badu santhu thu ,1
ending credits semma senjittinga nalla vachi senjittinga sotta rajiniya arasiyal ku vara maata pola ,1
இராம மாவட்ட முத்த வழி முத்த சார்பாக படம் வெற்றி வாழ்த்துக்,0
sema style summa ye dislike panranugalo ,1
make 16 million friends we have 2 days time ,0
4 heroesum marana mass str arun vijay vijay sethupathi aravind sami ,0
90s rajini is back vayasanallum allagum stylum unna vittu polla ,0
padam vetri adaiya vazthukkalby thalapathy fan ,0
விஸ்வகர்மா சமுதாய சார்பாக மா வெற்றிப்பட அமைய வாழ்த்து,0
when pandey gets up vandumurugan i am speaking no cross speaking sittt downnn ,1
rajini ah vida akshay mass ah irukane ,1
thalaiva varlam varlam vaaa bairavaa vera level ,0
s3 vijayikkatte waiting for fdfs but teaser not intresting from a big fan of vijay ,0
nivetha suit aachu but rashi kanna nalla illa ,1
unlike pannava ava amma ellam item tha thevadiyanga pasangala ungamma koothingala kilichiduvan ,1
28000 கமெண்ட் இருக்கு ஒவ்வொரு கமெண்ட் ம் அவரவர் ஜாதி சொல்லி வாழ்த்துக் படி இருக்கிறது படம் முன்பே இத்தனை ஜாதி வண் கொந்தளிப்பு என்றால் படம் வந்தால் கண்டிப்பாக பிரச்சனை உறுதி படங்கள் காலத்தில் எடுப்ப வெந்த புண் வேல் பாய்ச்ச பாவம் மக்கள் ஓம் மதுரை,1
semmatwist ellam trilar open aguthu broatha komjam sari pannikonga ,0
ngk maass kaapaan teaser maasu maranam ,0
pariyerum parumal asuran ah vida indha blockbuster aaki kaatrom ,0
sirf kajju k liye aaya hu love you kajju ,2
padam varumla thambi may 31 padam varum paru ,0
bagatelle in a minor piano bgm avar pottadula ,0
irumugan maathiri irukku voice aa sonnaen ,0
movie tamil memang best terbaik ajith ,0
allu ila siripu thaan varuthu athigama ,0
omg rajini is killing awesomeget rajinified ,0
10m views varalamm va varalamm bhairavaaaa ,0
koi bhi jab bhi healthy lagega to kiya sirf bada sa muh se aur aage ke body se back shape body ka slim aur front shape fat movie bana rahe ya tiktok video ,2
marana mass na adhu naanga thanda ak brothers ,0
hit like for akshay kumar and rajni sir awsome trailer ,0
harris jayaraj bgm ku marana waiting songs are marana mass music ,0
plz upload full movie in hindi dubbedplz admin ,0
it looks like a animated movie ,1
kangna ranaut fans ,0
சாதி நம்பிக்கை இல்லாத தமிழனாக வாழ்த்த,0
thi is azhudha yezhuthu 2 ,0
super star madhiri yarum vara mudiyadhu sweet sapidalama ,0
aga aga ethukku thana ethanala kathueruthan vera level trialler ,0
valthukkal vikram sir nadippin nayagan muyarchi in mugam vetri in ragasiyam amaithiyin marupakkam ipdi neraya neraya neraya sollite polam ,0
தாண்டா உண்மையான சமூக அடுத்த குடும்பத்தை கெடுக்க நினைப்ப பார்த்தால் கோவ,0
elaru teaser dha pakranglo oliye adhalirku message purnjika matingrange idhule oru dialogue padchuvinge ella camunu irkuraladha nama nadu mosama irku epodha nam young stars ella anyaythe eduthu koral kudupanglo appo oru new india paklam ,0
ilaya thalapathy vijay na enna masss ,0
தல வராது waiting viswasam trailer ,0
niz bgm copy from malayalam ,0
yenaku idhu yenamo seriyaaa padulaadislike ji ,1
dei ithanda massuenga thala da eppayum mass ,0
hindi movie pink remake in tamil ,0
adhula nadakavum nadakadhu mass scene love you thala ,0
film by selva ragavan nu pakum pothu etho oru vidhathula goosebumbs ,0
share all social media views support tamilnadu makkal ,0
kochadaiyan football adraaru anga oru trailerla ,1
low caste pasangala pathina padama avlova hit agathu ,1
mass thalaiva dhanush anna vera level ,0
illaya thala pathi vijay ki jai ,0
surya sir endha maathir acting ah unga kitta paththu romba naal aachisuper ,0
lokesh katta awaiting for thalapathy 64 iam waiting ,0
thala thala thala தல தல தல ,0
படம் வெற்றி பெற வாழ்த்து ௧டலூர் மாவட்ட,0
yenna da last seen ha phone la potrite mode la yedutha maari irruku ,1
suryaye kazhinje vere l ulloo abhinayathinte karyathil ,2
intha trailera dislike pandrathukune vijay thevidiya payyan oru group vachirupan athunga than dislike pannitu irukuthunga otha wig mandayan fans ,1
பகவான் ஸ்ரீ கிருஷ்ணன் அம்மன் ஸ்ரீ திரௌபதி இனம் நாங்கள் வாழ்த்துக் திரௌபதி team,0
uyarntha sathi nu sollaravan inathukku 6 arivu kidaikkum varai india uruppadath manithan 6 arivu petravan sathithan perisu nu sollaravan oru arivu kooda illathavan ,1
திருநெல்வேலி சைவ வெள்ளாள இளைஞர் சார்பாக வாழ்த்த,0
sara paisa kya chidiya pe kharch kardiya dissapointed on vfx ,2
vera level vfx idhuku wait panadhuku thappae illa ,0
asuran trailer no 1 go nice ,0
plzzzzzz sir ji hindi me bhi chahiye ,2
சங்கரன் வட்டார தேவேந்திர குல வேளாளர் பாண்டியர் சங்க சார்பாக நல்வாழ்த்து,0
neenga venaarea la class ahposh ah suthalamaana enn masss ennanu theriyadhu laa ,1
