text,label
kiran shali ಲೈ ಶ್ಯಾಟ ನಿನ್ ಅಯ್ಯನ್ ಪ್ರಶ್ನೆ ಕೆಳ್ದೆ ನೀನು ಕೋಡು ನಿನ್ ನಂಬರ್ ಇಲ್ಲಾ ಆಡ್ರಸ್ ಕೋಡು ದೆವ್ರಾಣೆ ಡೈರೆಕ್ಟ್ ಆಗಿ ಉತ್ತರ ಕೊಡ್ತೀನಿ ,1
vinay vinu nice comedy man ನಾನ್ ಕೇಳೋ ಪ್ರಶ್ನೆಗೆ ಉತ್ತರ ಹೇಳೋಕೆ ಆಗ್ದಲೆ ಇರೋ ನನ್ನ ಬಂದು ಏನೋ ಮಾಡ್ತಿಯ ಪಾಪ ನಿನ್ ನೋಡಿದ್ರೆ ಅಯ್ಯೋ ಅನ್ಸುತ್ತೆ ,1
kiran shali 2 ,2
ಗುರು ನಿಮ್ಗೆ ಡೌಟ ,1
bro z newshindi channel alli nodi ,0
ayyo guru yelli tanka jana moodnambke bidalvo alli tanka inta shatnayakru useless videos haktane irrtare gurunmahabharata tumba olle moral story jeevanakke bekagiro tumba paata ide idralli adunella use madkondu olle jeevna madbeku aste ,1
vinay vinu hindu muslim cristian etc etc yella naav naav madkondirodu yella manushyaru onde ,1
vinay vinu kanditha bro shigradalli ,0
nanage nambalu sadyavaguttilla adakkagi ondu balavada karana athava kuruhu beku next vedio dalli haki i am waiting ,1
ಜಾಸ್ತಿ ಕಾಯುಬೇಡಿ ವಿಡಿಯೋ ನೋಡಿ ಹೆಸರಾಂತ ಹಿಂದಿ ಟಿವಿ ಚಾನೆಲ್ ಜಿ ನ್ಯೂಸ್ ನವರು ಸೆರೆ ಹಿಡಿದಂತಹ ನೈಜ ಘಟನೆ ,0
ಚಿರಂಜೀವಿ ಅದಕ್ಕೊಸ್ಕರ ಸಾಯದೆ ದೇಶವನ್ನು ಸುತ್ತಾಡುತ್ತಾ ಇರ್ತಾರೆ ,0
o mareya ava chiranjeevi alla shaapa erutte ,1
rajashekar khandare ಕ್ರಷ್ಣನೇ ಶಾಪ ಕೊಡುವುದು ಮಯ್ಯಲ್ಲಿ ಕೀವು ತುಂಬಿ ಚಿರಂಜೀವಿ ಆಗಿ ತಿರುಗಾಡುತ್ತಾ ಇರು ಅಂತ ,0
rajashekar khandare houdu sir ashwathamanige chiranjivi vara ide adakke avanige sri krishna aatara shrapa kottiddu ashwatama shivana innondu rudra avtara ,0
bhagya lakshmi 9 ,2
yes 100 true ,2
yappa bhaya agutte ,1
ಹೌದು ಸಾಕ್ಷಾತ್ ಕೃಷ್ಣ ಕೋಟ ಶಾಪದ ಪರಿಣಾಮ ,0
ನೋಡಿ ಸರ್ ಯಾವದನು ಅಲೆಗಳಗಿಲ್ಲ ನಾನು ದೇವರನ ನಂಬಲ ಕೃಷ್ಣನ ಖಂಡಿತಾ ನಂಬತಿನಿ ,1
yakebdre krishnana shapa aduke ,0
haudu swamineevu helliddu satthyaagadugin bharat yemba grantha baredanthaa kumarvyaasare aa narayan santharuigalu sahaa naavu veearanarayan temple nodabahuduidu iruvadhu gadag city yallihubballi yindaa 55 km antharadalli ide ,0
gadag our city ,2
ನಿಜ್ವಗ್ಲೂ ಸತ್ಯ ನಾ ,0
ram jnh mnr ss ,2
corona dhinda theatre alli cinema nodokke aaglilla maga mathhe nodthini cinema direction adbutha madidya ,1
nim taste gottaythu nthaavu dandupalya5 ge wait maadta idiri alva ,0
good kannada films ,2
ಒಳ್ಳೆ ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗೆ ಯಾವಾಗ್ಲೂ ಸಪೋರ್ಟ್ ಮಾಡೋ fans ಕಡೆಯಿಂದ ,0
trailer barii ide nodlebeku ,1
ತರಹ‌ ಒಳ್ಳೆಯ ಕಾಂಸೆಪ್ಟ್ ಇಟ್ಕೊಂಡ್ ಮೂವಿ ಮಾಡ್ರಪ್ಪ ಕಿಸ್ ಮಾಡೋದು ,0
ಇಂಥ ಒಳ್ಳೆ ಫಿಲ್ಮ್ ಗಳ ಹಾವಳಿ ನಂಗೆ ಗೊತ್ತಿದ್ದ ಮಟ್ಟಿಗೆ ಲೂಸಿಯಾ ,0
it looks like rangitharanga2 ,2
unique aagide trailer namma kannada film antha proud feel li bere languages frnds gella thorista idini trailer na ,0
super aagide trailer 6th film nododu pakka ,0
yella shatti gale ,1
idu nijvaaglu cinema na illa sum sumne naa thinking face ,1
sum sumne andrethinking face ,1
tennis krishna fans hit like ,2
ಸೂಪರ್ n ಮಠ ಸರ್ ದಾಡಿ ಬ್ಲಾಕ್ ಮಾಡಿರೋದು ಖುಷಿ ತಂದಿದೆ ,0
ಶೆಟ್ಟಿಗಳು ಈತರ ಕಥೆ ತೆಗಿಯೋದು ಮುಖ್ಯವಲ್ಲ ಕಮರ್ಷಿಯಲ್ ಸಿನಿಮಾ ತೋರಿಸಿ ,1
shetre shoku aathnd ,2
ತುಂಬಾ ಚನ್ನಾಗಿ ಮೂಡಿ ಬಂದಿದೆ ನಿರೀಕ್ಷೆ ಹುಟ್ಟಿಸುವಂತಿದೆ ಸಿನಿಮಾ ಬಿಡುಗಡೆಗೆ ಕಾಯುತ್ತೇವೆ ಒಳ್ಳೆಯದಾಗಲಿ ,0
bgm is superbb ,2
so called ಸ್ಟಾರ್ ನಟರು ಇಂತಹ ಚಿತ್ರಗಳ ಬಗ್ಗೆನೂ ಸ್ವಲ್ಪ ಗಮನ ಕೊಟ್ರೆ ಕನ್ನಡ ಚಿತ್ರೋದ್ಯಮ ಒಳ್ಳೆಯ ಎತ್ತರಕ್ಕೆ ಬೆಳೆಯುತ್ತೆ ,1
olledu ond pan india movie madro sumne yak eneno madkondu ,1
ಸಿನಿಮಾದಲ್ಲಿ ಸಂಸ್ಕೃತಿ ಎದ್ದು ಕಾಣುತ್ತೆ ,0
good but small dout karavali bittu berekade content sigalva ,0
ಶೆಟ್ರುಗಳ ಸಿನಿಮಾನೆ ಒಂದ್ ರೀತಿ ಚಂದ ಇರುತ್ತೆ ,0
ಚಿತ್ರದಲ್ಲಿ ನಟಿಸಿರುವ ಎಂಕೆ ಮಠ ಅದ್ಭುತ ನಟ ರಂಗಭೂಮಿ ಹಿನ್ನೆಲೆ ಇರುವವರು ಬಹುಭಾಷಾ ನಟ ತಮಗೆ ಸಿಕ್ಕ ಕ್ಯಾರೆಕ್ಟರ್ ಪರಕಾಯ ಪ್ರವೇಶ ನ್ಯಾಯ ಒದಗಿಸುತ್ತಾರೆ love you ಮಠ ಸರ್ ,0
ಅರ್ಥಪೂರ್ಣ ಕಥೆ ಕಾಣಿಸುವ ಸೂಚನೆ ಪ್ರಮೋದಣ್ಣ ನಿಜಕ್ಕೂ ಜೀವ ತುಂಬ್ತಾರೆ ,0
ಬೀದಿ ಕಸ ಗುಡಿಸಿ ಮಕ್ಕಳನ್ನ ias ,1
ondu trailer cut madak saryag barallatrailet nodokke kasta agthide ,1
dboss true fans like here ,2
jai d boss ,2
thukaram gud luck ,2
all the best n yella kannadigana paravagi nyella nataru nammavare ,0
likes goskara yaakro prathi video nallu d boss fans ,1
ಪ್ರಾಣಿಯ ಶಿಕಾರಿ ಅಲ್ಲ ಅಂತ ತಿಳಿಯುತ್ತೆ ಶಿಕಾರಿ ಕಾದು ನೋಡಬೇಕಾಗಿದೆ superb trailer ,0
ಗೆಲ್ಲುತ್ತೆ ಡೋಂಟ್ ವೆರಿ ,0
ಟ್ರೈಲರ್ ತುಂಬ ಚೆನ್ನಾಗಿದೆ ನಿಮ್ಮ ಚಿತ್ರ ಒಳ್ಳೆ ಯಶಸ್ವಿ ಆಗ್ಲಿ ,0
ಫಿಲ್ಮ್ ಚನ್ನಗಿರತವೆ ಜನ ಯಾಕೆ ಥಿಯೇಟರ್ಗೆ ಬಂದು ನೋಡಲ್ಲಾ ಇದಕೆ ಕಾರಣ ಏನು ಓಹೋ ರಿಲೀಸ್ ಮಾಡ್ತಾರೆ ಅಧ್ಕ್ ,1
super i like it ,2
ಕರಾವಳಿ ಶೆಟ್ರು films ಯಾಕೆ ಇಷ್ಟೊಂದು dull and bore ಹೊಡಿಸುತ್ತೋ ಗೊತಾಗ್ತಿಲ್ಲ ಕಿರಿಕ್ ಪಾರ್ಟಿ ,1
hi chandra kanth uk andre kelvu shettys ge ulidavaru kandante film antha sudden aagi gottagalla uk ,1
movie sena ok ,2
chennagide eno suspense ide ,0
d boss fans are like plzzz ,2
e movie name enu paka hitttt e a ,0
ಮೇಜರ್ ಜನರಲ್ ಅಬಿನಂಧನ್ ವರ್ಧಮಾನ್ ಡಿ ಬಾಸ್ ದರ್ಶನ್ ಅಭಿಮಾನಿಗಳಿಂದ ನಿಮ್ಮ ಚಿತ್ರಕ್ಕೆ ಶುಭವಾಗಲಿ ,0
ಶಿಕಾರಿಯ ಕಥೆ ಆಗದೆ ಇರಲಿ ಪ್ರೇಕ್ಷಕರಿಗೆ ವ್ಯಥೆnಜೈ ಕನ್ನಡ ,0
ondu muttinantha kathe iruva cinema ,0
all the best from ಸ್ವಾಭಿಮಾನಿ ಕನ್ನಡಿಗರ ವೇದಿಕೆ ,0
dislike mado tukaligalu ond movie screen madli saku adestu kasta anta gottagutte all the best for this move ,1
jai d boss ,2
rajath kunte okay ,2
haa ebbbaru obbare ,1
kannada indusrty ivag ivaga improve agtaide annovru like madi ,0
nija vada mathu ,0
kannada cinema dali osha parvaa ,0
i like it i like it kantha ,2
thu thukali trailer ,1
shettysdbossraj kutumbasarja family ,1
ಉಳಿದವರು ಕಂಡಂತೆ ಪಾರ್ಟ್ 2 ,0
ಏನ್ ತುಕಾಲಿ ಫ್ಯಾನ್ಸ್ ಮರ್ರೆ ಟ್ರೈಲರ್ ಕಾಮೆಂಟ್ ಮಾಡೋದು ಬಿಟ್ಟು ಫ್ಯಾನ್ಸ್ ಕಡೆಯಿಂದ ಅಲ್ ಬೆಸ್ಟ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ಬೆಸ್ಟ್ ಥು ಇವ್ರ ಜನ್ಮಕ್ಕೆ ,1
ಗುರು ನಿನ್ ಹೇಳು ಯಾರು ಮಾವಿನ್ ಸುಪೋರ್ಟ್ ಮಾಡ್ಬಾರ್ದು ,1
come back prajwal ,2
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ ಸಿನಿಮಾ ಟರ್ನಿಂಗ್ ಪಾಯಿಂಟ್ ಅಗೋಡ್4ಅಲ್ಲಿ ಅನುಮಾನನೆ ಇಲ್ಲ ,2
ಜೈ ಡಿ ಬಾಸ್ ರಾಯಚೂರಿನ ಅಭಿಮಾನಿಗಳ ವತಿಯಿಂದ all the best ,0
pora rai koodi tulla ,2
ha sanchari vijay waiting to see him ,2
jai d boss ,2
copy dub movie ,2
all di best for d boss fans ,2
trailer superb pajju promotion chennagi maadi pakka blockbuster agutte ,0
ಲವ್ ಯೂ ಡಿ ಬಾಸ್ ,0
ide tara ide kate bere basheli bandre hododi nodteera ade kannadadalli bandre yakro nodalla ,1
d boss support idre sinima gellutte no doubt ,1
jai d boss love you darshan ,2
odeya kannada full movie ,2
darshan kacha thinogu sule magne ,1
d boss love ers 1 like madi ,0
love you so much anna ,0
d boss fans ,2
vishal movie remake ,2
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕ್ಲಾಸ್ ಗಿಂತ ಮಾಸ್ ಸೂಪರ್ ಅನ್ನೋರು ಲೈಕ್ ,0
trailer super guru ,0
soooperd boss ,2
super super d boss ,2
ನಮ್ಮ್ ಪ್ರಜ್ವಲ್ ಬೋಸ್ ಗೇ ಒಂದ್ ಒಳ್ಳೇ ಯಶಸ್ಸು ಅನ್ನ ಕೊಡ್ಲಿ chitra ,0
d boss fens ,2
chiki chiki chiki chikapa nidde madidu saaku swalpa helapa wowwwwwwwwww mastuuuuuuu ,0
kgf 2 ,2
prajwal devaraj matte yeddelo chances ide adu ee trailer ali kaanustide ,0
nakkan idhu subject andre eevag heltheeni industry change aagthide thousand times better than jaatre films of sarjas ,1
guru despande olle director kate na channagi toeisutare ,0
jai d bosss ,2
olle comeback movie prajwal avrge ,0
jai d boss ,2
tamil remake nan sigapu manithan ,2
kiran mb it is swamake ,2
after 25 flops gentle man block buster ,1
prajju love you from d boss fan ,2
superb trailer ,2
ಇಲ್ಲಿಂದ ನಿಮ್ಮ ವಿಜಯ ಯಾತ್ರೆ ಪ್ರಜ್ವಲಿಸಲಿ ,0
remake ka baap prajwal is back with remake ,2
its a swamake movie not remake ,2
waiting waiting waiting ,2
dinadalli 18 gante malgonige kelsa yar kottru guru contact info idya ,1
dislike yav mahanbhavru madiradu guru looks like promising trailer ,1
ಬೇಕಾncall to 8546903696 ,0
this year watch ondu shikariya kathe ,2
mr goodboy swami ,2
kannadadha abimani jai karnataka all tha best comeback ,0
nin yavag nodidde baggi avn potential muchole ,1
nagaraj manjithaya bro parabhase alla film chennagirod nodtare ashte ,1
jai d bossssssssssssssssssss fan hits like ,2
ei movi pass aglile ,1
nan sigapu manithan remake ,2
prajju prajju nan prajwala ondu hittu ninu kodappa from fan ,1
prajwal devaraj ,2
ಕಿಚ್ಚ ಸುದೀಪ್ ಅಭಿಮಾನಿಗಳು ವತಿಯಿಂದ all the best ,0
make it pan india ,2
trailer looks soo promising ,2
ವಾವ್ ಸಕ್ಕತ್ ಆಗಿದೆ ಗುರು ,0
super ide trailer ,0
super trailer ,2
guru deshgaande swantha picture tegeyo sule maga alla yaav picture remake idhuthinking face ,1
ಪಕ್ಕಾ ಡಿ ಬಾಸ್ ಅಭಿಮಾನಿ ಡಿ ಬಾಸ್ ಫ್ಯಾನ್ ಕಡೆಯಿಂದ ಆಲ್ ಬೆಸ್ಟ್ ,0
trailer tumba channagide ,0
entha movie multi language barbeku ,0
ee movieyinda dodda mattada success siguthhe prajwal sirge ,0
pakka hit movie ,2
naveen r naan sigapu manithan ,0
nimmamman hogi alli kelsa madu gothagute ,1
next leval movie in prajval ,2
idu yaavdo tamil film remake guru ,1
kannadaperson facepalming matte remake film ,1
super kannada film industry changing ,2
suspen movie prajaval ,2
same syndrome namma maji cm gi itta ,0
you deserve big level ,2
saku thika muchu shoki nan magne ,1
olle concept guru kannadadalli intha cinema barabeku ,1
looks promising ,2
super jai d boss ,2
e guru desapande ge remake bittu swamake madoke baralla nvishal mathu lakshmimenon tamil movie idu ,1
i do like guru deshpande movies i am going to rush ,2
hindi dubbed movie download link hd ,2
trailer supernlast music like a telugu movie raakshasudu ,2
ವಾಹ್ trailer ಅದ್ಭುತವಾಗಿದೆn ,0
why is voice still like teenage ,2
kgf chapter 2 ,2
pakk plap movi ,2
hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi hindi ,2
movie is promising ,2
super trailer praju anna ,0
og avn tunne unnu first ,1
nice bro jai d boss ,2
ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ sir is back ,0
trailer ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ ,0
supper anna ,0
ನಮ್ಮ ಕನ್ನಡ ಹೀರೋಗಳ ಲೆವೆಲ್ change agide after kgf ,0
e tara film ge ella kaitaididdu welcooome item song iro ,0
seem like sure shot hit ,2
love you ajaneesh ,2
vinay kumar ms avn allla guru tika urkondeddu nenu woozy face woozy face ,1
le mc tuje dislike logoo ka kya lena dena magyaa ,2
vinay kumar ms nin mane address kodu ,1
vinay kumar ms nenu kano tukali avn alla ,1
sumukh mr maga urkanbeda bido ,1
अरे वाह गजब की फील है इस गाने में fan from gujarat ,2
venkatesh maraddi हिन्दी ऑडिएंस में भी asn का गजब क्रेज है। जरूर देखेंगे इस फिल्म को। we will definitely watch this movie ,2
bollywood range nali ide super songthinking face ,0
trending no1 wow ,2
again and again ,2
amazing song gudluk to alla team super vp sir ,0
no1 trading guruasn ,2
all the best sandalwoodಒಡೆಯಾ ಡೀ ಬಾಸ್ ಫ್ಯಾನ್ಸ್ ,0
music superaagi kottidiya guru ,0
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ ,0
nice music sir ,0
super song ,0
slum dialogue pogaru ,2
focus karnataka howdhu zany face ,0
ಜೈ ಭುವನೇಶ್ವರಿ ಮುಖವನ್ನು ತಬ್ಬಿಕೊಳ್ಳುವುದು ,0
ಜೈ ಕನ್ನಡ ,0
anyone after trending raised back of hand ,2
ಹಾಡನ್ನು ಕೇಳುತ್ತಿದ್ದರೆ ನನಗೆ ಸ್ವಾಗ್ ಸೆ ಕರೆಂಗೆ ಸಬ್ಕಾ ಸ್ವಾಗತ್ ಹಾಡು ನೆನಪಾಗುತ್ತೆnಸ್ವಲ್ಪ ಹಾಗೇನೇ ಮ್ಯೂಸಿಕ್ ಅಂತ ನನಗೆ ಅನ್ನಿಸ್ತುn ,0
super jai kiccha sudeep anna ,0
wow super sang ,2
ಎಷ್ಟು ಕೇಲ್ಲಿ ಗುರು ನಾನು ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ all the best ಶೇಟ್ರೆ ,0
superrr shettrrre ,0
2019 utter flop in sandlewood ,1
yaav movie flop andri ,1
ನಾರಾಯಣ ದಾರಿ ಬಿಡಿ ,0
rakshit macha time togondrunu sakath agi bandide ,0
ಸಾಂಗ್ ಪ್ರಮೋಷನ್ ಇಲ್ದೆನೆ 1 ಟ್ರೆಂಡಿಂಗ್ ನಲ್ಲಿದೆ ಹೇಗ್ ಸಾಧ್ಯ ,0
ನಿಮ್ಮಗೆ ಇಷ್ಟ ಆಗಿದ್ರೆ ಸೂಪರ್ bgm ಅನಿಸಿದರೆ like share ಕನ್ನಡ industries power ತೋರಿಸೋಣ್ಣ ,0
continue 8 sali kelide song bejare aglilla chindi song and music ,0
hands up song full kirak song ,0
കേരളത്തിലെ നല്ലവരായ സിനിമ പ്രേമികളുടെ ഏറ്റവും പ്രിയങ്കരനായ nrakshit shetty nwe love you rakshitt shetty nhandsupnvijay prakash sound make its more beautiful ,2
booking start ,0
ದೊಡ್ಡಬಳ್ಳಾಪುರ ಸೌಂದರ್ಯ ಮಹಲ್ ಹವಾ ಪಕ್ಕ n ಕಿರಿಕ್ ಪಾರ್ಟಿ after ,0
shivaraj shivu mathe yavaglu telugu ge yake saitare alllli erorela ,1
prasad hegde ಆಂಧ್ರವಲ eddare ಅಂದ್ರ ನಾಯಿಗಳು ತೆಲುಗುಕನ್ನಡ ಪ್ರೇಮಿಗಳು ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿತರೆ ದರ್ಶನ್ ಸುದೀಪ್ ಪುನೀತ್ ಯಶ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ದ್ರುವ ಸರ್ಜಾ ಶಿವಣ್ಣ heavy fan fellowing but ಇನ್ನೊಂದು ತೆಲುಗು ಸಿನಿಮಾ ನೋಡೋದು ಚಿಕ್ಕಬಳ್ಳಾಪುರ ಜಾಸ್ತಿ ,1
full havli idona bidi bro kannadigaru navinnu idivavala ,0
thilak kumar e ondu mathu saku bro kannada industry ge support ,0
shivaraj shivu ನಾನು ದೊಡ್ಡಬಳ್ಳಾಪುರದ ಅಸಲಿ ಕನ್ನಡಿಗ ,0
manju sonu ಅಭಿನಂದನೆ ,0
ಮುಚ್ಚಲೇ ತುಲುಗು ನವರಿಗೆ ಹುಟ್ಟಿರೋರ್ ಥರ ಯಾವಾಗಲೂ ಸೌಂದರ್ಯ ಸೊಬಗುಲಿ ಅವರದ್ದೆ ಹಾಕಿರುತ್ತಾರೆ ರಾಜ್ ಕಮಲ್ ಒಂದ್ರಲ್ಲೆ ಕನ್ನಡ ಹಾಕೋದು ,1
nandi parthasarathi ಸ್ವಾಮಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ರಾಜಕಮಲ್ ಕೇಸಿಎನ್ ಗೌಡ್ರು owner ಆದ್ರೂ ಬಾಡಿಗೆ therater ಕೋಟಿರೋದ್ರ ದಿಂದ ತುಲುಗು ಸಿನಿಮಾ 3 ರಾಜಕಮಲ್ ಹಾಕಿದನ್ನೇ ,1
nandi parthasarathi ಮುಚ್ಚಲ್ಲೇ ಮರಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು ರಾಜಕಮಲ್ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು ತೆಲುಗು ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು ,1
kiran r ಸಿನಿಮಾ ನೋಡಿ promotion ,0
shivaraj shivu ನೀನು ias officerಆ uneducated ಅಂತ ಹೇಳ್ತೀಯ but ನೆಟ್ಟಗೆ type ಮಾಡೋಕು ಬರಲ್ಲ ಕುಡುಕರನ್ನ drinkers ಅಂತ ಅಲ್ಲ ,1
ajaneesh loknath love you man ,2
superb song bgm super ,0
ಇನ್ನೊಂದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿ ಸೋ ಸರ್ದಾರ ,1
ಸೂಪರ್ ಸಾಂಗ್ ಹುಲಿಯ ,0
those 850 dislikes are frome rashmika mandanna fans ,1
nija helbekandre ee song yako sync aagtilla movie trailer type ge ,1
bere level asn hands up ,0
supar stups ser ,0
super songnnn loved it ,0
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸೈಲೆಂಟ್ ಕಿಲ್ಲರ್ ,0
pakka kannadigana movie super ,0
very super unique filmography awesome choreography ,2
ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರnಬಂದ ನೋಡು ನವಯುಗದ ರಣಧೀರnಎಲ್ಲೇಲ್ಲು ರಕ್ಷಿತ್ ರಣಕಹಳೆಯ ಸಂಚಾರnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೊ ಅವತಾರ ,0
swag ka king rakshit shetty ,2
our kannada song on 1trending again ,2
just wowwwww ,0
ನಮ್ಮ ಕನ್ನಡ ಇಂಡಸ್ಟ್ರೀಸ್ ಲೋಕಕ್ಕೆ ತಗೊಂಡು ಹೋಗೊ ಸೀನಿಮಾ all the best rakshith sir ,0
nice song i like ,0
asn ಖಂಡಿತವಾಗ್ಲೂ ಚರಿತ್ರೆ ಶೃಷ್ಟಿಸುವ ಅವತಾರ ,0
super song ,2
bgm super ide ಶೆಟ್ರೇ ,0
ಒಳ್ಳೆಯ ಹಾಡುಒಳ್ಳೆಯ ಹಾಡುಗಳು ಕೇಳ್ತಾ ಕೇಳ್ತಾ ಇಷ್ಟ ಆಗುತ್ತವೆ ,0
last nalli spoon na eseyodu pakka kudure krishna rishabshetty sir ,0
superb songsuperb making love you rakshith sir ,0
ravichandran vishnuwardha raajkumar shankar nag elruna onde sari nodidangaythu ,0
hindi version yelli ,0
super guru ella record break made madtira guru nivu i love sir ,0
ಏನ್ ಮ್ಯೂಸಿಕ್ ಕೊಟ್ಟೀದಿಯ ಗುರುnim surrender ಟು ಲಿರಿಕ್ಸ ,0
nice move in kannada ,0
hands up ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ fans ,0
making super sir ,2
lyrics artha adoru kay kaal aadsrappa ,0
siri gannadam galge haakbitallapa thu yaro ninu lo gelge kano adhu ,0
ola marma leay thu ola na promote maadoke isht dodd message haktyeno d boooos fans na nodi kalthkoavrella huttidaagle amman akkan antha pure kannada words kalthu bandirodu ,0
that voicenvp sirnvere level song ,0
super making super cinematography ,0
offter long back coming see kannada cinemanew multitalented shankarannakannadada gandu ,0
super song all the best from shivaraj kumar fans ,0
ನಿಜವಾಗಿಯೂ ಅಣ್ಣ hands off to you ಧನ್ಯವಾದಗಳು ,0
ಸಾಹಿತ್ಯನ ಬರೆದಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು ,0
ossamslow poison kanro ,0
ನೀವು ಅದ್ಬುತ ಸಾಹಿತ್ಯ ತುಂಬ ಸೂಪರ್ ,0
ಅನವರತ mattu ಅವಿರತ eradu samana artha iro padagalu ,0
ಜೈ ಜೈ ಹೋ ಶ್ರೀಮಾನ್ನಾರಾಯಣ nnnn ,0
best music director ,2
super talented rs ,2
ವಿಜಯ್ ಪ್ರಕಾಶ್ ಸಾರ್ ಸೂಪರ್ ಸಾಂಗ್ ಹಾಡಿದ್ದೀರ ತುಂಬು ಹೃದಯದ ಧನ್ಯವಾದಗಳು ,0
b ajaneesh lokanath bgm stun bro ,0
1 on trending ,0
ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸnತಪ್ಪಲ್ಲ ,0
ಕನ್ನಡದಲ್ಲಿ ಪಕ್ಕಾ ಬ್ಲಾಕ್ ಬಸ್ಟರ್ ಆಗುತ್ತೆ ಆದ್ರೆ ಭಾಷೆಗಳಲ್ಲಿ ಸರಿಯಾಗಿ ಪ್ರಮೋಷನ್ ಮಾಡ್ತಾ ಇಲ್ಲ ಆದ್ರೆ ಕಷ್ಟ ,0
rajesh rao bari inta comments maadkond koothkolithuu inta cinema na kannadadalli prothsaha maadilla anta naachike aagbeku ,1
